total ratings,installs,average rating,growth (30 days),growth (60 days),price,5 star ratings,4 star ratings,3 star ratings,2 star ratings,1 star ratings,category_GAME ADVENTURE,category_GAME ARCADE,category_GAME BOARD,category_GAME CARD,category_GAME CASINO,category_GAME CASUAL,category_GAME EDUCATIONAL,category_GAME MUSIC,category_GAME PUZZLE,category_GAME RACING,category_GAME ROLE PLAYING,category_GAME SIMULATION,category_GAME SPORTS,category_GAME STRATEGY,category_GAME TRIVIA,category_GAME WORD,paid_True
24.854836051913374,7.811922070767943,0.3159535611762467,-0.05312059441567329,-0.051328292186422125,-0.05091166635664568,24.738537599389257,15.999533205348671,20.748749400536877,25.699609816881384,30.359395120660206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.562914838412967,7.811922070767943,0.3159535611762467,-0.05317045170181179,-0.052792849763210394,-0.05091166635664568,10.866172033474777,6.779894320547338,8.001447837120914,9.601323794431682,11.287014845537398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.4671337785916485,1.175110744400856,0.3159535611762467,-0.053220308987950285,-0.052970371893730175,-0.05091166635664568,7.098618690185862,5.6133523460178685,6.6462571424553145,8.424841608779301,10.306028599875553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.931722986235678,1.175110744400856,0.3159535611762467,-0.05323692808332979,-0.05243780550217081,-0.05091166635664568,4.82929248951427,4.755474708419497,4.796023986712446,4.650049774577761,5.18864759446297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.9086620816803768,7.811922070767943,0.3159535611762467,-0.05333664265560678,-0.05372484094843929,-0.05091166635664568,3.5718546453005984,6.6464046088097835,6.627131885422223,4.337078452963159,2.40742051844754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.648446271942613,1.175110744400856,0.3159535611762467,-0.053137213511052786,-0.0526153276326906,-0.05091166635664568,3.8374713198383232,3.832567016824187,3.0785705535473467,2.9609933298916062,2.227234772335547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.1714740387072498,1.175110744400856,-3.121780154766557,-0.05317045170181179,-0.05190523911061144,-0.05091166635664568,2.0457783657561195,3.061684125152588,5.325075824059823,8.491891120574607,8.003378118390634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.499694136770095,7.811922070767943,0.3159535611762467,-0.05341973813250428,-0.05403550467684892,-0.05091166635664568,2.2920847712956096,2.8963083677981274,3.729926369326351,3.9486304306393536,2.444727947541798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.9001771686512725,1.175110744400856,0.3159535611762467,-0.053303404464847784,-0.05328103562213981,-0.05091166635664568,1.820508837090114,1.272063262762112,1.9697872890370263,2.5990903393140568,2.4577295780081045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.5179851342910204,1.175110744400856,0.3159535611762467,-0.05340311903712479,-0.05394674361158902,-0.05091166635664568,1.476567129858216,1.619042497115351,1.754445858763411,1.7257784215030536,1.3829518040521094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.3469236345605644,1.175110744400856,0.3159535611762467,-0.053436357227883785,-0.05416864627473876,-0.05091166635664568,1.2230769007720435,1.3596671275005034,1.8010181006187405,1.9564037181118221,1.6511263537832948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.2854959404313195,1.175110744400856,0.3159535611762467,-0.053137213511052786,-0.052570947100060654,-0.05091166635664568,1.4015861686011146,1.318005387042783,1.1567932830899208,0.8807165998619344,0.5071077942166063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.090153014505884,0.3455093286049704,0.3159535611762467,-0.052971022557257795,-0.0510176284580125,-0.05091166635664568,1.2303017026891105,0.8241093436697877,0.522361881544468,0.4700414067783236,0.6112922987859154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.063603381133218,1.175110744400856,0.3159535611762467,-0.05325354717870928,1.7265114644366408,-0.05091166635664568,1.1109088564363556,0.9314135673643885,0.9615270176838498,1.0961067165128235,0.765335165853656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.020945859801935,0.3455093286049704,0.3159535611762467,-0.053303404464847784,-0.053192274556879915,-0.05091166635664568,0.9378059753385277,0.8940686254411827,0.9885726329985722,1.037042794212349,1.5127427601841108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0012055150552868,1.175110744400856,0.3159535611762467,-0.05338649994174528,-0.05394674361158902,-0.05091166635664568,1.077883048065783,1.3308465385116346,1.110093940890545,0.5521420987735626,0.20534406615375844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.9918552860068374,1.175110744400856,0.3159535611762467,-0.053452976323263277,-0.0543017878726286,-0.05091166635664568,1.0312831545052585,1.5240530667860837,1.1867153798751675,0.5095645547849963,0.2540046522207612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.9208924292706744,0.3455093286049704,-3.121780154766557,0.061650878275151526,-0.05412426574210882,-0.05091166635664568,0.7375336466300187,1.106515363134803,1.4105992911670615,1.6803304812905389,1.4773801868905783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.9192644889081913,0.3455093286049704,0.3159535611762467,-0.05338649994174528,-0.053857982546329126,-0.05091166635664568,0.8322240219738137,1.130078991945137,1.3184381627498145,1.337673865394079,0.959801150401702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.9029381226604685,0.3455093286049704,0.3159535611762467,-0.053353261750986286,-0.05368046041580934,-0.05091166635664568,0.910705875739267,1.1503586758580489,0.9907333388473616,0.9334263971880276,0.5205282790178299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
